dni|nombre|tienda|vertical|puesto|departamento|fecha_ingreso|fecha_cese|tipo_salida|longitud_doc|departamento_original|gerencia_homologada
00377849|Alejandra Antonio Gómez Ramírez|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-06|||8|Utiles Escolares|Gerencia Comercial
93610326|Álvaro Alejandro Medina Flores|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2024-10-07|||8|Ventas Moda|Gerencia Comercial
68454185|María Gabriela Castillo Vega|Mall Del Sur|Moda|Cajero(A)|Cajas|2025-03-24|||8|Cajas|Gerencia Operaciones
00612410|Rocío Patricia Navarro López|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-08-29|||8|Utiles Escolares|Gerencia Comercial
36139426|Sebastián Eduardo Flores Herrera|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-12-26|||8|Ventas Tecnología|Gerencia Comercial
36397151|Jorge Salazar Espinoza|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-05-16|||8|Utiles Escolares|Gerencia Comercial
81323137|Fiorella Antonio López Aguilar|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-09|||8|Utiles Escolares|Gerencia Comercial
07785767|Luis Fernanda Salazar Chávez|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2024-11-28|||8|Ventas Hogar|Gerencia Comercial
34640283|Génesis Nicole Torres Espinoza|Mall Del Sur|Moda|Asistente Servicio Cliente|Servicio al Cliente|2025-10-31|||8|Servicio al Cliente|Gerencia Experiencia Cliente
03178200|Alonso Gabriela Vargas Mendoza|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-10-06|||8|Ventas Moda|Gerencia Comercial
25448349|Adrián Soto García|Mall Del Sur|Utiles Escolares|Auxiliar De Logistica|Logística|2024-06-29|||8|Logística|Gerencia Operaciones
09421974|Alejandra Eduardo Carranza Cárdenas|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-07-11|||8|Utiles Escolares|Gerencia Comercial
01682229|María Gabriela García Paredes|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2026-01-14|||8|Ventas Hogar|Gerencia Comercial
19244226|Génesis Alejandro Campos García|Mall Del Sur|Hogar|Cajero(A)|Cajas|2024-10-01|||8|Cajas|Gerencia Operaciones
64581609|Paola Jesús Soto Rojas|Mall Del Sur|Moda|Asistente Servicio Cliente|Servicio al Cliente|2024-05-22|||8|Servicio al Cliente|Gerencia Experiencia Cliente
03062489|José Antonio Herrera Soto|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-10-04|||8|Ventas Moda|Gerencia Comercial
30523822|Renzo Fernanda Valdivia Soto|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-01-25|||8|Utiles Escolares|Gerencia Comercial
06111040|Bruno Eduardo Paredes Soto|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-04-25|||8|Utiles Escolares|Gerencia Comercial
05917913|Adrián Gabriela Navarro Rojas|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-03-27|||8|Utiles Escolares|Gerencia Comercial
40575203|Álvaro Fernanda Aguilar Paredes|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2025-12-04|||8|Ventas Hogar|Gerencia Comercial
10350139|Renzo Mendoza Rojas|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-12-29|||8|Utiles Escolares|Gerencia Comercial
57471791|Piero Jesús Rodríguez Rojas|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-08-14|||8|Utiles Escolares|Gerencia Comercial
64697455|Daniela Elena Campos Valdivia|Mall Del Sur|Tecnologia|Visual Merchandising|Visual Merchandising|2025-03-10|||8|Visual Merchandising|Gerencia Comercial
66819940|Andrea Nicole Herrera Espinoza|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-07-16|||8|Utiles Escolares|Gerencia Comercial
77661262|Alonso Antonio Salazar Vargas|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-06-23|||8|Utiles Escolares|Gerencia Comercial
00884930|Valeria Fernanda Mejía Mejía|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-05-16|||8|Utiles Escolares|Gerencia Comercial
02647451|Alonso Alejandro Chávez Mendoza|Mall Del Sur|Hogar|Cajero(A)|Cajas|2025-03-07|||8|Cajas|Gerencia Operaciones
57103442|Kevin Medina Rodríguez|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-12-13|||8|Utiles Escolares|Gerencia Comercial
00061944|Miguel Alejandro Medina Espinoza|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-01-09|||8|Ventas Moda|Gerencia Comercial
40299242|Ximena Patricia Campos Valdivia|Mall Del Sur|Hogar|Cajero(A)|Cajas|2025-12-16|||8|Cajas|Gerencia Operaciones
04410953|Adrián Nicole Morales García|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-10-19|||8|Ventas Tecnología|Gerencia Comercial
34735469|Rocío Isabel López Salazar|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-12-29|||8|Utiles Escolares|Gerencia Comercial
16895114|Lucía Elena Flores Salazar|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-01-21|||8|Ventas Moda|Gerencia Comercial
64177726|Lucía Gabriela Morales Flores|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-04-24|||8|Utiles Escolares|Gerencia Comercial
10543290|Ximena Alejandro Salazar Soto|Mall Del Sur|Tecnologia|Cajero(A)|Cajas|2024-04-16|||8|Cajas|Gerencia Operaciones
01589399|Cristian Cárdenas Flores|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-01-12|||8|Utiles Escolares|Gerencia Comercial
00035475|Fiorella Antonio Soto García|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-07-31|||8|Utiles Escolares|Gerencia Comercial
52530988|Andrés Paredes Rojas|Mall Del Sur|Hogar|Prevencionista|Prevención|2026-02-08|||8|Prevención|Gerencia Operaciones
78909362|Carla Elena Mejía Mejía|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2024-01-25|||8|Ventas Moda|Gerencia Comercial
00113952|Alonso Eduardo Campos Ponce|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-03-21|||8|Utiles Escolares|Gerencia Comercial
70334403|Ximena Patricia Campos Mendoza|Mall Del Sur|Hogar|Vendedor De Piso|Ventas Hogar|2025-10-29|||8|Ventas Hogar|Gerencia Comercial
91753726|Fernando Elena Castillo Rodríguez|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-12-30|||8|Utiles Escolares|Gerencia Comercial
41646065|Diego Patricia Paredes Carranza|Mall Del Sur|Moda|Asistente Servicio Cliente|Servicio al Cliente|2026-02-23|||8|Servicio al Cliente|Gerencia Experiencia Cliente
48865094|Miguel Jesús López Cruz|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-08-13|||8|Utiles Escolares|Gerencia Comercial
16738464|Andrea Alejandro Vargas Mejía|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2024-05-23|||8|Ventas Moda|Gerencia Comercial
49321971|Milagros Fernanda Vargas Rodríguez|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-03-27|||8|Utiles Escolares|Gerencia Comercial
83397363|Jorge Eduardo López Espinoza|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-02-13|||8|Ventas Tecnología|Gerencia Comercial
76622053|Miguel Eduardo Quispe Mejía|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2024-06-11|||8|Ventas Hogar|Gerencia Comercial
71922020|Sofía Antonio Rodríguez Morales|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-10-19|||8|Ventas Moda|Gerencia Comercial
08753222|Génesis Patricia Torres López|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-12-02|||8|Ventas Tecnología|Gerencia Comercial
21003218|Renzo Torres Rojas|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-07-12|||8|Ventas Tecnología|Gerencia Comercial
57828351|Fernando Alejandro Torres Mejía|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2026-03-19|||8|Ventas Hogar|Gerencia Comercial
00736496|Miguel Isabel Quispe Rodríguez|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-12|||8|Utiles Escolares|Gerencia Comercial
04922417|Jorge Antonio Aguilar Aguilar|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-11-16|||8|Utiles Escolares|Gerencia Comercial
64742647|Sebastián Gabriela Vargas Cárdenas|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-03-05|||8|Ventas Moda|Gerencia Comercial
10543308|Vanessa Elena Mendoza Rojas|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-07-22|||8|Ventas Tecnología|Gerencia Comercial
67134462|Bruno Ramírez Vega|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-05-31|||8|Ventas Tecnología|Gerencia Comercial
85853906|Kevin Alejandro Torres Chávez|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-04-05|||8|Ventas Moda|Gerencia Comercial
28253923|Tatiana Alejandro Vargas Espinoza|Mall Del Sur|Utiles Escolares|Prevencionista|Prevención|2024-12-22|||8|Prevención|Gerencia Operaciones
67092183|Sofía Gabriela Ramírez Vargas|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-12-17|||8|Utiles Escolares|Gerencia Comercial
23697329|Camila Jesús Herrera Castillo|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-04-26|||8|Utiles Escolares|Gerencia Comercial
91405882|Álvaro Elena Cárdenas Aguilar|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-12-06|||8|Utiles Escolares|Gerencia Comercial
14015063|Milagros Nicole Paredes Valdivia|Mall Del Sur|Moda|Cajero(A)|Cajas|2025-02-25|||8|Cajas|Gerencia Operaciones
30014362|Melissa Gabriela Paredes Torres|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2024-08-04|||8|Ventas Moda|Gerencia Comercial
99575879|Camila Eduardo Navarro Soto|Mall Del Sur|Utiles Escolares|Cajero(A)|Cajas|2025-12-21|||8|Cajas|Gerencia Operaciones
00520888|Daniela Alejandro García García|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-11-20|||8|Utiles Escolares|Gerencia Comercial
05075010|Tatiana Gabriela Salazar Herrera|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-11-21|||8|Utiles Escolares|Gerencia Comercial
17396700|María Jesús Quispe Aguilar|Mall Del Sur|Moda|Prevencionista|Prevención|2025-03-15|||8|Prevención|Gerencia Operaciones
17055763|Tatiana Gabriela Espinoza Cruz|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-12-28|||8|Utiles Escolares|Gerencia Comercial
00616397|Alejandra Alejandro Valdivia Cruz|Mall Del Sur|Hogar|Vendedor De Piso|Ventas Hogar|2024-07-27|||8|Ventas Hogar|Gerencia Comercial
00425510|Andrés Patricia Valdivia Valdivia|Mall Del Sur|Hogar|Vendedor De Piso|Ventas Hogar|2025-08-08|||8|Ventas Hogar|Gerencia Comercial
71962482|María Isabel Ponce Flores|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-07-17|||8|Ventas Tecnología|Gerencia Comercial
00980694|Génesis Antonio Paredes Mendoza|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-08-16|||8|Utiles Escolares|Gerencia Comercial
28013590|Andrea Alejandro Ramírez Rodríguez|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-01-05|||8|Utiles Escolares|Gerencia Comercial
50465788|Paola Jesús Morales Soto|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-03-05|||8|Ventas Moda|Gerencia Comercial
00321211|Ximena Fernanda Gómez Castillo|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-09-13|||8|Utiles Escolares|Gerencia Comercial
25983252|Diana Alejandro Navarro Navarro|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2024-05-04|||8|Ventas Hogar|Gerencia Comercial
04061638|Diego Jesús Vega Vega|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-01-31|||8|Ventas Tecnología|Gerencia Comercial
62785550|Andrea Gabriela Navarro Quispe|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2024-10-28|||8|Ventas Moda|Gerencia Comercial
78435942|Vanessa Isabel Morales Campos|Mall Del Sur|Tecnologia|Auxiliar De Logistica|Logística|2024-04-15|||8|Logística|Gerencia Operaciones
36563456|Milagros Antonio Castillo Quispe|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-09-02|||8|Utiles Escolares|Gerencia Comercial
00417901|José Nicole Vega Medina|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2024-03-06|||8|Ventas Moda|Gerencia Comercial
00118472|Fiorella Gabriela Campos Morales|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-02-11|||8|Ventas Moda|Gerencia Comercial
19566895|Bruno Alejandro Rojas López|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-01-15|||8|Utiles Escolares|Gerencia Comercial
43259218|Melissa Antonio Quispe Soto|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-03-25|||8|Utiles Escolares|Gerencia Comercial
96235544|Miguel Elena Aguilar Valdivia|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2024-10-11|||8|Ventas Hogar|Gerencia Comercial
06765217|Andrea Alejandro Vega Ramírez|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2024-07-20|||8|Ventas Moda|Gerencia Comercial
01486266|Carlos Isabel García Valdivia|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-08-28|||8|Utiles Escolares|Gerencia Comercial
00164349|Diana Nicole Flores Rojas|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-05-14|||8|Ventas Tecnología|Gerencia Comercial
00499304|Valeria Gabriela Rodríguez Herrera|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2026-01-10|||8|Ventas Hogar|Gerencia Comercial
93576867|Andrea Cárdenas Paredes|Mall Del Sur|Tecnologia|Vendedor De Piso|Ventas Tecnología|2024-11-01|||8|Ventas Tecnología|Gerencia Comercial
00720619|Fiorella Gabriela Salazar Morales|Mall Del Sur|Hogar|Cajero(A)|Cajas|2024-01-11|||8|Cajas|Gerencia Operaciones
34954691|José Antonio Flores Soto|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-02-23|||8|Utiles Escolares|Gerencia Comercial
22962463|Vanessa Patricia Paredes Mendoza|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-12-16|||8|Utiles Escolares|Gerencia Comercial
09789017|Karen Eduardo Medina Gómez|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-04-02|||8|Utiles Escolares|Gerencia Comercial
35508251|Diego Fernanda Herrera Espinoza|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-04-04|||8|Ventas Tecnología|Gerencia Comercial
00617975|Fernando Patricia Espinoza Quispe|Mall Del Sur|Moda|Auxiliar De Logistica|Logística|2024-03-02|||8|Logística|Gerencia Operaciones
70919264|Fiorella Isabel López Carranza|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-02-18|||8|Utiles Escolares|Gerencia Comercial
51851100|Milagros Nicole Torres Cruz|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2025-01-07|||8|Ventas Hogar|Gerencia Comercial
41324542|Tatiana Paredes Mendoza|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-12-03|||8|Ventas Moda|Gerencia Comercial
05202710|Carla Navarro Carranza|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-04-16|||8|Ventas Moda|Gerencia Comercial
08563020|Rocío Gabriela Navarro Rojas|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-03-17|||8|Utiles Escolares|Gerencia Comercial
51441304|Alejandra Eduardo Soto Torres|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-26|||8|Utiles Escolares|Gerencia Comercial
69707791|Jorge Salazar Paredes|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-05-20|||8|Ventas Moda|Gerencia Comercial
08937886|Piero Eduardo Aguilar Castillo|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-09-01|||8|Utiles Escolares|Gerencia Comercial
98605661|Piero Patricia Torres Morales|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-08-13|||8|Ventas Tecnología|Gerencia Comercial
00600011|Adrián Nicole Cárdenas López|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-10-21|||8|Ventas Tecnología|Gerencia Comercial
09422043|Ximena Patricia Mendoza García|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2025-11-28|||8|Ventas Hogar|Gerencia Comercial
00431687|Luis Elena Vargas Gómez|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-09-27|||8|Ventas Tecnología|Gerencia Comercial
02434156|Álvaro Eduardo Navarro Navarro|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2024-02-16|||8|Ventas Hogar|Gerencia Comercial
45153851|Valeria Nicole Vega Ponce|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-23|||8|Utiles Escolares|Gerencia Comercial
95415679|Karen Mejía Mejía|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2024-11-04|||8|Ventas Moda|Gerencia Comercial
97839435|Renzo Gabriela Mejía Salazar|Mall Del Sur|Tecnologia|Auxiliar De Logistica|Logística|2025-06-15|||8|Logística|Gerencia Operaciones
77622039|Alejandra Fernanda Torres Chávez|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2024-09-07|||8|Ventas Hogar|Gerencia Comercial
91207198|Paola Nicole Morales Vega|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-03|||8|Utiles Escolares|Gerencia Comercial
00678230|Karen Fernanda Espinoza Castillo|Mall Del Sur|Utiles Escolares|Auxiliar De Logistica|Logística|2024-11-12|||8|Logística|Gerencia Operaciones
01218688|Renzo Patricia Ponce Mendoza|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-04-22|||8|Utiles Escolares|Gerencia Comercial
40854622|Miguel Isabel García Carranza|Mall Del Sur|Moda|Vendedor De Piso|Ventas Moda|2024-06-15|||8|Ventas Moda|Gerencia Comercial
00146667|Valeria Espinoza García|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-05-15|||8|Utiles Escolares|Gerencia Comercial
05362472|Diego Isabel Mendoza Chávez|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-11-12|||8|Utiles Escolares|Gerencia Comercial
63608844|Matías Valdivia Quispe|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-02-02|||8|Utiles Escolares|Gerencia Comercial
23360196|Fiorella Elena Mendoza Ponce|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2024-11-14|||8|Ventas Moda|Gerencia Comercial
40507893|Marco Elena Cárdenas Valdivia|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-07-23|||8|Ventas Tecnología|Gerencia Comercial
70775216|Fiorella Nicole Cárdenas Ponce|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2024-05-21|||8|Ventas Moda|Gerencia Comercial
55163980|Melissa Alejandro Cruz Ramírez|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-03-06|||8|Ventas Tecnología|Gerencia Comercial
68847232|Milagros Nicole Aguilar Medina|Mall Del Sur|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-08-17|||8|Utiles Escolares|Gerencia Comercial
62217013|Karen Patricia Espinoza Flores|Mall Del Sur|Utiles Escolares|Auxiliar De Logistica|Logística|2024-01-07|||8|Logística|Gerencia Operaciones
13172680|Tatiana Patricia López Rojas|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-08-31|||8|Utiles Escolares|Gerencia Comercial
19447740|Andrea Jesús Salazar Aguilar|Mall Del Sur|Moda|Cajero(A)|Cajas|2025-06-12|||8|Cajas|Gerencia Operaciones
83806754|Bruno Antonio García Mendoza|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-05-11|||8|Ventas Tecnología|Gerencia Comercial
14005899|Rocío Patricia Quispe Flores|Mall Del Sur|Hogar|Vendedor De Piso|Ventas Hogar|2024-07-28|||8|Ventas Hogar|Gerencia Comercial
35033052|Paola Castillo Paredes|Mall Del Sur|Hogar|Auxiliar De Logistica|Logística|2025-07-13|||8|Logística|Gerencia Operaciones
08343507|Rocío Nicole Torres Gómez|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2026-02-01|||8|Ventas Moda|Gerencia Comercial
49403460|Lucía Gabriela López Campos|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-05-19|||8|Ventas Moda|Gerencia Comercial
01448545|María Alejandro Medina Soto|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-10-17|||8|Utiles Escolares|Gerencia Comercial
47710634|Sofía Patricia Vega García|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-02-13|||8|Utiles Escolares|Gerencia Comercial
70571776|Miguel Jesús Valdivia Mendoza|Mall Del Sur|Hogar|Prevencionista|Prevención|2025-12-24|||8|Prevención|Gerencia Operaciones
08895756|Marco Gabriela Rodríguez Cárdenas|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-03-16|||8|Utiles Escolares|Gerencia Comercial
68145733|Karen Isabel Mendoza López|Mall Del Sur|Hogar|Cajero(A)|Cajas|2025-12-26|||8|Cajas|Gerencia Operaciones
00169088|Sebastián Eduardo Paredes Ponce|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-02-17|||8|Utiles Escolares|Gerencia Comercial
98434222|Kevin Jesús Chávez Aguilar|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-03-01|||8|Utiles Escolares|Gerencia Comercial
00464411|Miguel Patricia Cruz Vargas|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-09-13|||8|Utiles Escolares|Gerencia Comercial
60432161|Tatiana Nicole Torres Torres|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2025-12-16|||8|Ventas Hogar|Gerencia Comercial
09710211|Karen Eduardo Rodríguez Medina|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-07-25|||8|Utiles Escolares|Gerencia Comercial
00802802|Daniela Elena Herrera Mejía|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-05-23|||8|Utiles Escolares|Gerencia Comercial
70987697|Fernando Elena Espinoza Gómez|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-19|||8|Utiles Escolares|Gerencia Comercial
09113348|María Antonio Medina Rodríguez|Mall Del Sur|Moda|Vendedor De Piso|Ventas Moda|2026-03-31|||8|Ventas Moda|Gerencia Comercial
00047052|Diana Fernanda García Salazar|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-05-25|||8|Utiles Escolares|Gerencia Comercial
00763966|Tatiana Eduardo Mejía Navarro|Mall Del Sur|Tecnologia|Cajero(A)|Cajas|2024-06-10|||8|Cajas|Gerencia Operaciones
14981319|Raúl García Flores|Mall Del Sur|Moda|Asistente Servicio Cliente|Servicio al Cliente|2025-12-15|||8|Servicio al Cliente|Gerencia Experiencia Cliente
27511730|Ximena Cárdenas Aguilar|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-05-22|||8|Utiles Escolares|Gerencia Comercial
04846217|Miguel Gabriela Castillo Chávez|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-12-20|||8|Utiles Escolares|Gerencia Comercial
00183679|José Patricia Navarro Salazar|Mall Del Sur|Hogar|Vendedor De Piso|Ventas Hogar|2024-10-04|||8|Ventas Hogar|Gerencia Comercial
00529830|Cristian Nicole Castillo Mejía|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2024-01-22|||8|Ventas Hogar|Gerencia Comercial
52059009|Andrés Gabriela López Ramírez|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-02-23|||8|Utiles Escolares|Gerencia Comercial
07316333|Alejandra Alejandro Salazar Salazar|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2025-01-11|||8|Ventas Hogar|Gerencia Comercial
72069904|Luis Eduardo Espinoza Flores|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-02-09|||8|Utiles Escolares|Gerencia Comercial
42261262|Matías Isabel Mendoza Castillo|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-02-14|||8|Utiles Escolares|Gerencia Comercial
33681121|Fernando Patricia López Chávez|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-03-19|||8|Utiles Escolares|Gerencia Comercial
07830595|Piero Fernanda López Herrera|Mall Del Sur|Tecnologia|Asistente De Caja|Cajas|2024-10-26|||8|Cajas|Gerencia Operaciones
00651952|Andrés Nicole Salazar Soto|Mall Del Sur|Moda|Asesor De Ventas|Ventas Moda|2025-05-12|||8|Ventas Moda|Gerencia Comercial
31655291|Sofía Antonio García Gómez|Mall Del Sur|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-02-06|||8|Ventas Tecnología|Gerencia Comercial
37559158|María Patricia García Mejía|Mall Del Sur|Tecnologia|Cajero(A)|Cajas|2024-03-02|||8|Cajas|Gerencia Operaciones
24853345|Diana Alejandro Ponce Soto|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-01-23|||8|Utiles Escolares|Gerencia Comercial
09417124|Carlos Fernanda Chávez Espinoza|Mall Del Sur|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-09-25|||8|Utiles Escolares|Gerencia Comercial
96910847|Álvaro Nicole Carranza Ramírez|Mall Del Sur|Hogar|Asesor De Ventas|Ventas Hogar|2025-02-01|||8|Ventas Hogar|Gerencia Comercial
02074274|Luis Isabel Campos Ponce|San Isidro|Tecnologia|Vendedor De Piso|Ventas Tecnología|2025-01-25|2026-03-15|Fin de contrato|8|Ventas Tecnología|Gerencia Comercial
